,Area,BHK,Bathroom,Furnishing,Price,Type,Locality,Parking
68,1700.0,3.0,2.0,Semi-Furnished,17200000.0,Apartment,"Sunny Valley Apartments, Dwarka",1.0
69,1550.0,3.0,2.0,Furnished,14200000.0,Apartment,other,1.0
70,1400.0,3.0,3.0,Semi-Furnished,13500000.0,Apartment,"Chopra Apartment, Dwarka Sector 23",1.0
71,1900.0,4.0,4.0,Semi-Furnished,30000000.0,Apartment,other,1.0
72,2160.0,4.0,3.0,Unfurnished,21000000.0,Apartment,other,1.0
73,1700.0,4.0,3.0,Unfurnished,20500000.0,Apartment,other,1.0
74,1850.0,3.0,4.0,Semi-Furnished,24000000.0,Apartment,other,1.0
75,1800.0,4.0,2.0,Semi-Furnished,16500000.0,Apartment,other,1.0
76,1620.0,3.0,2.0,Semi-Furnished,14900000.0,Apartment,other,1.0
77,1800.0,4.0,3.0,Furnished,19200000.0,Apartment,other,1.0
78,1540.0,3.0,3.0,Semi-Furnished,14500000.0,Apartment,"Nav Kairali Apartment, Dwarka Secto",1.0
79,1600.0,3.0,3.0,Semi-Furnished,15600000.0,Apartment,"Ashirwad Apartments, Dwarka",1.0
80,1400.0,3.0,2.0,Unfurnished,11400000.0,Apartment,other,2.0
81,2300.0,4.0,4.0,Furnished,31500000.0,Apartment,other,2.0
82,1560.0,3.0,2.0,Furnished,15800000.0,Apartment,other,1.0
83,1500.0,3.0,3.0,Semi-Furnished,16000000.0,Apartment,other,1.0
84,1540.0,3.0,3.0,Semi-Furnished,14500000.0,Apartment,"Nav Kairali Apartment, Dwarka Secto",1.0
85,1050.0,2.0,2.0,Unfurnished,10500000.0,Apartment,other,1.0
86,1800.0,3.0,2.0,Semi-Furnished,14800000.0,Apartment,other,1.0
87,400.0,1.0,1.0,Semi-Furnished,1850000.0,Builder_Floor,other,1.0
89,1525.0,3.0,3.0,Semi-Furnished,14200000.0,Apartment,"Chopra Apartment, Dwarka Sector 23",2.0
90,900.0,1.0,1.0,Semi-Furnished,8900000.0,Builder_Floor,Lajpat Nagar 3,2.0
91,1450.0,3.0,3.0,Semi-Furnished,37500000.0,Builder_Floor,Lajpat Nagar 3,2.0
92,1450.0,3.0,3.0,Semi-Furnished,30000000.0,Builder_Floor,Lajpat Nagar 3,2.0
93,1260.0,3.0,3.0,Semi-Furnished,21000000.0,Builder_Floor,Lajpat Nagar 3,1.0
94,2925.0,4.0,4.0,Unfurnished,57500000.0,Builder_Floor,Lajpat Nagar 3,1.0
95,1710.0,3.0,3.0,Semi-Furnished,30000000.0,Builder_Floor,Lajpat Nagar 3,1.0
96,1600.0,3.0,3.0,Unfurnished,30000000.0,Builder_Floor,Lajpat Nagar 3,1.0
97,1500.0,3.0,3.0,Semi-Furnished,31500000.0,Builder_Floor,Lajpat Nagar 3,1.0
98,2200.0,3.0,3.0,Unfurnished,30000000.0,Builder_Floor,Lajpat Nagar 3,1.0
99,1350.0,3.0,3.0,Unfurnished,41500000.0,Builder_Floor,Lajpat Nagar 3,2.0
100,1710.0,3.0,3.0,Semi-Furnished,24800000.0,Builder_Floor,Lajpat Nagar 3,1.0
101,1350.0,3.0,3.0,Semi-Furnished,35000000.0,Builder_Floor,Lajpat Nagar 3,2.0
102,1500.0,3.0,3.0,Semi-Furnished,40000000.0,Builder_Floor,Lajpat Nagar 3,1.0
104,2700.0,4.0,4.0,Semi-Furnished,55000000.0,Builder_Floor,Lajpat Nagar 3,1.0
105,1400.0,3.0,3.0,Unfurnished,24500000.0,Builder_Floor,Lajpat Nagar 3,1.0
106,1800.0,3.0,3.0,Unfurnished,24500000.0,Apartment,Lajpat Nagar 3,1.0
107,1400.0,3.0,3.0,Semi-Furnished,32500000.0,Builder_Floor,Lajpat Nagar 3,2.0
108,1000.0,2.0,2.0,Furnished,20000000.0,Apartment,Lajpat Nagar 3,2.0
110,1000.0,2.0,2.0,Furnished,20000000.0,Apartment,Lajpat Nagar 3,1.0
111,1700.0,3.0,3.0,Furnished,19000000.0,Builder_Floor,Lajpat Nagar 3,2.0
112,1600.0,3.0,3.0,Unfurnished,26000000.0,Builder_Floor,Lajpat Nagar 3,1.0
113,1350.0,3.0,3.0,Unfurnished,21000000.0,Builder_Floor,Lajpat Nagar 3,1.0
114,1700.0,3.0,3.0,Semi-Furnished,27500000.0,Builder_Floor,Lajpat Nagar 3,1.0
115,1400.0,3.0,3.0,Semi-Furnished,32500000.0,Builder_Floor,Lajpat Nagar 3,2.0
116,1450.0,3.0,3.0,Semi-Furnished,45000000.0,Builder_Floor,Lajpat Nagar 3,1.0
117,1350.0,3.0,3.0,Semi-Furnished,21000000.0,Builder_Floor,Lajpat Nagar 3,4.0
118,1700.0,3.0,3.0,Unfurnished,28000000.0,Builder_Floor,Lajpat Nagar 3,4.0
119,1600.0,3.0,3.0,Unfurnished,29500000.0,Builder_Floor,Lajpat Nagar 3,2.0
121,800.0,2.0,2.0,Unfurnished,14000000.0,Builder_Floor,Lajpat Nagar 2,2.0
122,1710.0,3.0,3.0,Semi-Furnished,26000000.0,Builder_Floor,Lajpat Nagar 2,1.0
123,1350.0,2.0,2.0,Furnished,12500000.0,Builder_Floor,Lajpat Nagar 2,2.0
124,1500.0,3.0,3.0,Semi-Furnished,26000000.0,Builder_Floor,Lajpat Nagar 2,2.0
125,750.0,2.0,2.0,Semi-Furnished,11500000.0,Builder_Floor,"Vinoba Puri, Lajpat Nagar",2.0
126,850.0,2.0,2.0,Semi-Furnished,14600000.0,Builder_Floor,Lajpat Nagar 2,2.0
127,1575.0,3.0,3.0,Semi-Furnished,25500000.0,Builder_Floor,Lajpat Nagar 2,2.0
128,1675.0,3.0,3.0,Semi-Furnished,31000000.0,Builder_Floor,Lajpat Nagar 2,2.0
129,1350.0,3.0,3.0,Semi-Furnished,22000000.0,Builder_Floor,Lajpat Nagar 2,2.0
130,900.0,2.0,2.0,Semi-Furnished,13400000.0,Builder_Floor,Lajpat Nagar 2,1.0
131,1800.0,3.0,3.0,Semi-Furnished,35000000.0,Builder_Floor,Lajpat Nagar 2,1.0
132,900.0,2.0,2.0,Furnished,11000000.0,Builder_Floor,Lajpat Nagar 2,1.0
133,900.0,2.0,2.0,Unfurnished,6300000.0,Builder_Floor,"Vinoba Puri, Lajpat Nagar",1.0
134,900.0,2.0,2.0,Furnished,12500000.0,Builder_Floor,Lajpat Nagar 2,1.0
135,800.0,2.0,2.0,Unfurnished,14500000.0,Builder_Floor,Lajpat Nagar 2,1.0
136,1100.0,2.0,3.0,Semi-Furnished,22500000.0,Builder_Floor,Lajpat Nagar 2,1.0
137,810.0,2.0,2.0,Semi-Furnished,15500000.0,Builder_Floor,Lajpat Nagar 2,1.0
138,1500.0,3.0,3.0,Semi-Furnished,26000000.0,Builder_Floor,Lajpat Nagar 2,1.0
139,900.0,2.0,2.0,Semi-Furnished,15800000.0,Builder_Floor,Lajpat Nagar 2,1.0
140,825.0,2.0,2.0,Unfurnished,15000000.0,Builder_Floor,Lajpat Nagar 2,1.0
141,900.0,2.0,2.0,Unfurnished,13000000.0,Builder_Floor,Lajpat Nagar 2,1.0
142,875.0,2.0,2.0,Unfurnished,15000000.0,Builder_Floor,Lajpat Nagar 2,1.0
143,1350.0,3.0,3.0,Semi-Furnished,25000000.0,Builder_Floor,Lajpat Nagar 2,1.0
144,750.0,2.0,2.0,Semi-Furnished,16500000.0,Builder_Floor,Lajpat Nagar 2,1.0
145,900.0,2.0,2.0,Unfurnished,10300000.0,Builder_Floor,Lajpat Nagar 2,1.0
146,1350.0,3.0,3.0,Semi-Furnished,26000000.0,Builder_Floor,Lajpat Nagar 2,1.0
147,900.0,2.0,2.0,Unfurnished,11000000.0,Builder_Floor,Lajpat Nagar 2,1.0
148,1800.0,3.0,3.0,Unfurnished,28500000.0,Builder_Floor,Lajpat Nagar 2,1.0
149,900.0,2.0,2.0,Unfurnished,11000000.0,Builder_Floor,Lajpat Nagar 2,1.0
150,900.0,2.0,1.0,Furnished,11000000.0,Apartment,Budh Vihar,1.0
151,810.0,3.0,2.0,Semi-Furnished,4500000.0,Builder_Floor,Budh Vihar,1.0
152,450.0,2.0,1.0,Unfurnished,3600000.0,Builder_Floor,other,1.0
153,100.0,3.0,2.0,Furnished,4300000.0,Builder_Floor,Budh Vihar Phase 1,1.0
154,900.0,3.0,2.0,Semi-Furnished,4000000.0,Builder_Floor,Budh Vihar,1.0
155,500.0,2.0,2.0,Semi-Furnished,1650000.0,Apartment,Budh Vihar Phase 1,1.0
156,450.0,1.0,1.0,Furnished,2000000.0,Builder_Floor,Budh Vihar,1.0
157,75.0,2.0,2.0,Semi-Furnished,3000000.0,Builder_Floor,Budh Vihar,1.0
158,270.0,2.0,1.0,Semi-Furnished,1400000.0,Apartment,Budh Vihar Phase 1,1.0
159,500.0,2.0,1.0,Semi-Furnished,2000000.0,Builder_Floor,Budh Vihar Phase 1,1.0
160,444.0,2.0,2.0,Unfurnished,2000000.0,Apartment,Budh Vihar Phase 1,1.0
161,400.0,1.0,1.0,Furnished,2000000.0,Builder_Floor,Budh Vihar,1.0
162,729.0,3.0,4.0,Furnished,2600000.0,Builder_Floor,Budh Vihar,1.0
163,4050.0,6.0,3.0,Furnished,5100000.0,Builder_Floor,Budh Vihar Phase 1,1.0
164,2400.0,6.0,4.0,Furnished,6000000.0,Builder_Floor,Budh Vihar Phase 2,1.0
165,450.0,2.0,2.0,Furnished,4000000.0,Builder_Floor,Budh Vihar,1.0
166,405.0,2.0,3.0,Furnished,6200000.0,Builder_Floor,Budh Vihar Phase 2,1.0
167,666.0,1.0,2.0,Furnished,3500000.0,Builder_Floor,Budh Vihar Phase 1,2.0
168,1000.0,2.0,2.0,Semi-Furnished,7600000.0,Apartment,other,1.0
169,1360.0,4.0,3.0,Semi-Furnished,13500000.0,Builder_Floor,Rohini Sector 24,1.0
170,1550.0,4.0,3.0,Semi-Furnished,12500000.0,Builder_Floor,Rohini Sector 24,1.0
171,850.0,3.0,2.0,Semi-Furnished,6500000.0,Builder_Floor,Rohini Sector 23,1.0
172,2170.0,4.0,4.0,Unfurnished,22000000.0,Builder_Floor,Rohini Sector 23,1.0
173,720.0,3.0,2.0,Semi-Furnished,6000000.0,Builder_Floor,Rohini Sector 23,1.0
174,850.0,3.0,2.0,Semi-Furnished,7300000.0,Builder_Floor,Rohini Sector 23,1.0
175,950.0,3.0,2.0,Semi-Furnished,7600000.0,Builder_Floor,Rohini Sector 23,1.0
176,2300.0,4.0,4.0,Semi-Furnished,20000000.0,Builder_Floor,Rohini Sector 23,1.0
177,1300.0,4.0,4.0,Semi-Furnished,15000000.0,Builder_Floor,Rohini Sector 22,1.0
178,1100.0,3.0,2.0,Semi-Furnished,6200000.0,Builder_Floor,Rohini Sector 20,1.0
179,1030.0,3.0,2.0,Furnished,6200000.0,Builder_Floor,Rohini Sector 20,1.0
180,350.0,1.0,1.0,Semi-Furnished,2300000.0,Builder_Floor,other,1.0
181,750.0,2.0,2.0,Semi-Furnished,5000000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
182,720.0,2.0,2.0,Semi-Furnished,4700000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
183,800.0,2.0,2.0,Semi-Furnished,5500000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
184,350.0,1.0,1.0,Semi-Furnished,2000000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
185,980.0,3.0,2.0,Semi-Furnished,7300000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
186,1600.0,4.0,3.0,Semi-Furnished,13000000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
187,1450.0,3.0,3.0,Semi-Furnished,11500000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
188,445.0,2.0,2.0,Semi-Furnished,2800000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
189,380.0,1.0,1.0,Semi-Furnished,2200000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
190,680.0,2.0,2.0,Semi-Furnished,4400000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
191,1600.0,3.0,3.0,Semi-Furnished,13500000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
192,630.0,2.0,2.0,Semi-Furnished,4100000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
193,1500.0,3.0,2.0,Semi-Furnished,12000000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
194,550.0,2.0,2.0,Semi-Furnished,3500000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
195,2500.0,4.0,3.0,Semi-Furnished,15000000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
196,2800.0,5.0,4.0,Semi-Furnished,17500000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
197,300.0,1.0,1.0,Semi-Furnished,1900000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
198,800.0,3.0,2.0,Semi-Furnished,5500000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
199,1295.0,3.0,2.0,Semi-Furnished,10000000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
200,700.0,3.0,2.0,Semi-Furnished,4700000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
201,350.0,1.0,1.0,Semi-Furnished,2400000.0,Builder_Floor,"J R Designers Floors, Rohini Sector",1.0
202,450.0,2.0,2.0,Semi-Furnished,3800000.0,Builder_Floor,"J R Designers Floors, Rohini Sector",1.0
203,2200.0,4.0,4.0,Semi-Furnished,23000000.0,Builder_Floor,"J R Designers Floors, Rohini Sector",1.0
204,2300.0,4.0,4.0,Semi-Furnished,24500000.0,Builder_Floor,"J R Designers Floors, Rohini Sector",1.0
205,1150.0,3.0,2.0,Semi-Furnished,10000000.0,Builder_Floor,"J R Designers Floors, Rohini Sector",1.0
206,800.0,3.0,2.0,Semi-Furnished,5500000.0,Builder_Floor,"J R Designers Floors, Rohini Sector",1.0
207,850.0,3.0,2.0,Semi-Furnished,7000000.0,Builder_Floor,"J R Designers Floors, Rohini Sector",1.0
208,720.0,3.0,2.0,Semi-Furnished,6500000.0,Builder_Floor,"J R Designers Floors, Rohini Sector",1.0
209,4688.0,5.0,4.0,Unfurnished,135000000.0,Apartment,"The Leela Sky Villas, Patel Nagar",1.0
210,750.0,2.0,2.0,Semi-Furnished,5000000.0,Apartment,"J R Designers Floors, Rohini Sector",1.0
211,3901.0,4.0,4.0,Unfurnished,93000000.0,Apartment,"The Leela Sky Villas, Patel Nagar",1.0
212,950.0,3.0,2.0,Furnished,4370000.0,Apartment,"Uttam Nagar Floors, Uttam Nagar",1.0
213,1000.0,3.0,2.0,Unfurnished,4620000.0,Apartment,"Virat Residency, Dwarka Mor",1.0
214,850.0,2.0,1.0,Semi-Furnished,1900000.0,Apartment,"Siddhartha Heights, Dwarka Sector 2",1.0
215,2400.0,4.0,4.0,Semi-Furnished,70000000.0,Apartment,"Find Homes, Greater Kailash 2",1.0
216,1350.0,3.0,2.0,Unfurnished,5130000.0,Apartment,MTNL Employees House Welfare Societ,1.0
217,540.0,2.0,2.0,Semi-Furnished,3000000.0,Apartment,"Adarsh Homes, Dwarka Mor",1.0
218,1387.0,4.0,4.0,Unfurnished,5890000.0,Apartment,"Delhi Homes Yojana, Dwarka Sector 2",1.0
219,540.0,2.0,2.0,Semi-Furnished,3300000.0,Apartment,"Kushwaha Homes, Uttam Nagar",1.0
220,976.0,2.0,2.0,Furnished,24900000.0,Apartment,"Godrej South Estate, Okhla",2.0
221,1050.0,3.0,2.0,Unfurnished,3700000.0,Apartment,"The Elite Spire, Dwarka Sector 21",1.0
222,2700.0,4.0,3.0,Semi-Furnished,60000000.0,Builder_Floor,"APL Builder Floor, Greater Kailash ",1.0
223,1500.0,3.0,2.0,Unfurnished,17400000.0,Apartment,"Kunj Vihar Apartment, Dwarka Sector",1.0
226,1000.0,3.0,2.0,Semi-Furnished,5510000.0,Builder_Floor,"Partap Homes, Bhagwati Vihar, Uttam",1.0
227,1135.0,3.0,3.0,Furnished,25000000.0,Apartment,"The Amaryllis, Karol Bagh",2.0
228,2306.0,3.0,3.0,Unfurnished,57000000.0,Apartment,"The Leela Sky Villas, Patel Nagar",1.0
229,850.0,2.0,2.0,Semi-Furnished,2940000.0,Apartment,"Diamond Heights Multi Estate, Najaf",1.0
230,1200.0,3.0,3.0,Semi-Furnished,15500000.0,Apartment,"Ashirwad Apartments, Dwarka Sector ",1.0
231,1700.0,3.0,2.0,Semi-Furnished,17200000.0,Apartment,"Sunny Valley Apartments, Dwarka",1.0
232,1800.0,4.0,3.0,Semi-Furnished,55000000.0,Builder_Floor,"Vasant Vihar Builder Floor, Vasant ",2.0
233,1100.0,2.0,2.0,Semi-Furnished,15000000.0,Apartment,Vasant Kunj,2.0
234,22050.0,4.0,4.0,Semi-Furnished,51000000.0,Builder_Floor,Greater Kailash 1,2.0
235,1550.0,4.0,3.0,Semi-Furnished,13000000.0,Builder_Floor,Rohini Sector 24,2.0
236,1600.0,3.0,3.0,Semi-Furnished,30000000.0,Builder_Floor,Greater Kailash 1,2.0
237,700.0,2.0,2.0,Semi-Furnished,2400000.0,Builder_Floor,"Khanpur, Madangir",2.0
238,45.0,4.0,3.0,Unfurnished,5500000.0,Builder_Floor,"Batla House, Okhla",2.0
239,3510.0,4.0,4.0,Semi-Furnished,45000000.0,Builder_Floor,"Friends Colony West, New Friends Co",2.0
240,4500.0,4.0,4.0,Semi-Furnished,60000000.0,Builder_Floor,New Friends Colony,1.0
241,1800.0,4.0,4.0,Semi-Furnished,65000000.0,Builder_Floor,New Friends Colony,2.0
243,4300.0,4.0,4.0,Unfurnished,60000000.0,Builder_Floor,other,2.0
244,1700.0,3.0,3.0,Semi-Furnished,38500000.0,Builder_Floor,"Friends Colony East, New Friends Co",2.0
245,2500.0,3.0,3.0,Semi-Furnished,50000000.0,Apartment,"Maharani Bagh, New Friends Colony",2.0
246,4500.0,4.0,4.0,Semi-Furnished,75000000.0,Builder_Floor,New Friends Colony,1.0
247,2450.0,4.0,4.0,Furnished,70000000.0,Builder_Floor,"Friends Colony West, New Friends Co",3.0
249,4800.0,3.0,4.0,Semi-Furnished,85000000.0,Builder_Floor,"Maharani Bagh, New Friends Colony",1.0
250,1600.0,3.0,3.0,Semi-Furnished,40000000.0,Apartment,New Friends Colony,2.0
251,3500.0,4.0,4.0,Unfurnished,90000000.0,Builder_Floor,New Friends Colony,2.0
254,1500.0,3.0,3.0,Semi-Furnished,60000000.0,Builder_Floor,New Friends Colony,2.0
256,2200.0,4.0,4.0,Semi-Furnished,50000000.0,Builder_Floor,other,2.0
258,2070.0,3.0,3.0,Semi-Furnished,37500000.0,Builder_Floor,"Friends Colony East, New Friends Co",2.0
259,3500.0,3.0,3.0,Unfurnished,45000000.0,Builder_Floor,"Maharani Bagh, New Friends Colony",1.0
260,2000.0,4.0,4.0,Semi-Furnished,70000000.0,Builder_Floor,New Friends Colony,3.0
261,2800.0,6.0,4.0,Semi-Furnished,29500000.0,Apartment,other,3.0
262,2550.0,4.0,4.0,Unfurnished,60000000.0,Builder_Floor,New Friends Colony,3.0
263,4500.0,4.0,4.0,Semi-Furnished,70000000.0,Builder_Floor,New Friends Colony,3.0
264,1400.0,3.0,3.0,Semi-Furnished,50000000.0,Builder_Floor,New Friends Colony,3.0
266,2700.0,4.0,4.0,Semi-Furnished,52500000.0,Builder_Floor,other,2.0
267,4500.0,4.0,4.0,Semi-Furnished,55000000.0,Builder_Floor,New Friends Colony,1.0
268,7200.0,4.0,4.0,Semi-Furnished,120000000.0,Builder_Floor,"Maharani Bagh, New Friends Colony",1.0
269,2799.0,4.0,4.0,Semi-Furnished,65000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",2.0
270,2650.0,4.0,4.0,Unfurnished,75000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
271,2200.0,4.0,4.0,Semi-Furnished,47500000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
273,2200.0,4.0,4.0,Semi-Furnished,47500000.0,Builder_Floor,"Kailash Colony, Greater Kailash",2.0
274,2200.0,4.0,4.0,Semi-Furnished,40000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
275,3500.0,4.0,4.0,Semi-Furnished,85000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",2.0
276,1440.0,3.0,3.0,Semi-Furnished,26000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
277,3150.0,4.0,4.0,Semi-Furnished,35000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",2.0
278,900.0,2.0,2.0,Semi-Furnished,20000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",2.0
282,2799.0,4.0,4.0,Semi-Furnished,43000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",2.0
283,1350.0,3.0,3.0,Unfurnished,26000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
284,1200.0,3.0,3.0,Unfurnished,25000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
286,1500.0,3.0,3.0,Semi-Furnished,40000000.0,Builder_Floor,"Kailash Colony, Greater Kailash",1.0
